活动号,行业分类,业务类型,业务项
11081208153,A1 运营商,集团采购,实物营销
11093022968,A1 运营商,集团采购,实物营销
12021662887,A1 运营商,集团采购,实物营销
12030767947,A1 运营商,集团采购,实物营销
12030767948,A1 运营商,集团采购,实物营销
12030768049,A1 运营商,集团采购,实物营销
12030868306,A1 运营商,集团采购,实物营销
12030868307,A1 运营商,集团采购,实物营销
12030868308,A1 运营商,集团采购,实物营销
10040128465,A1 运营商,电子商务,生活服务类电子商务
10040228466,A1 运营商,电子商务,生活服务类电子商务
10040228467,A1 运营商,电子商务,生活服务类电子商务
10060834201,A1 运营商,电子商务,生活服务类电子商务
10060834202,A1 运营商,电子商务,生活服务类电子商务
10060834203,A1 运营商,电子商务,生活服务类电子商务
10060834221,A1 运营商,电子商务,生活服务类电子商务
10060834222,A1 运营商,电子商务,生活服务类电子商务
10060834223,A1 运营商,电子商务,生活服务类电子商务
10060834224,A1 运营商,电子商务,生活服务类电子商务
11112141188,A1 运营商,集团采购,实物营销
11112141190,A1 运营商,集团采购,实物营销
11112141191,A1 运营商,集团采购,实物营销
11112141192,A1 运营商,集团采购,实物营销
12020660529,A1 运营商,集团采购,实物营销
12020660531,A1 运营商,集团采购,实物营销
12020660533,A1 运营商,集团采购,实物营销
12020660535,A1 运营商,集团采购,实物营销
12020660537,A1 运营商,集团采购,实物营销
12020660539,A1 运营商,集团采购,实物营销
12022263972,A1 运营商,集团采购,实物营销
12022263974,A1 运营商,集团采购,实物营销
12022263976,A1 运营商,集团采购,实物营销
12022263982,A1 运营商,集团采购,实物营销
12022263983,A1 运营商,集团采购,实物营销
12022263984,A1 运营商,集团采购,实物营销
12022263986,A1 运营商,集团采购,实物营销
12022263987,A1 运营商,集团采购,实物营销
12022263988,A1 运营商,集团采购,实物营销
12022264020,A1 运营商,集团采购,实物营销
12022264021,A1 运营商,集团采购,实物营销
12022264024,A1 运营商,集团采购,实物营销
12022264027,A1 运营商,集团采购,实物营销
12022264030,A1 运营商,集团采购,实物营销
12022264033,A1 运营商,集团采购,实物营销
12022264036,A1 运营商,集团采购,实物营销
12022264052,A1 运营商,集团采购,实物营销
12022264055,A1 运营商,集团采购,实物营销
12022264056,A1 运营商,集团采购,实物营销
12022264057,A1 运营商,集团采购,实物营销
12022264058,A1 运营商,集团采购,实物营销
12022264060,A1 运营商,集团采购,实物营销
12022264061,A1 运营商,集团采购,实物营销
12022264064,A1 运营商,集团采购,实物营销
12022264065,A1 运营商,集团采购,实物营销
12022264068,A1 运营商,集团采购,实物营销
12022264069,A1 运营商,集团采购,实物营销
12022264070,A1 运营商,集团采购,实物营销
12022264072,A1 运营商,集团采购,实物营销
12022264074,A1 运营商,集团采购,实物营销
12022264075,A1 运营商,集团采购,实物营销
12022264076,A1 运营商,集团采购,实物营销
12022264077,A1 运营商,集团采购,实物营销
12022264078,A1 运营商,集团采购,实物营销
12022264081,A1 运营商,集团采购,实物营销
12022264087,A1 运营商,集团采购,实物营销
12022264089,A1 运营商,集团采购,实物营销
12030667565,A1 运营商,集团采购,实物营销
12030667574,A1 运营商,集团采购,实物营销
12031369569,A1 运营商,集团采购,实物营销
12031369572,A1 运营商,集团采购,实物营销
11120545668,A1 运营商,集团采购,实物营销
12032070927,A1 运营商,集团采购,实物营销
10032527742,A1 运营商,电子商务,生活服务类电子商务
10032527743,A1 运营商,电子商务,生活服务类电子商务
10032527744,A1 运营商,电子商务,生活服务类电子商务
12013159128,A1 运营商,集团采购,实物营销
11011864153,A1 运营商,集团采购,实物营销
11011864156,A1 运营商,集团采购,实物营销
11011864158,A1 运营商,集团采购,实物营销
11011864159,A1 运营商,集团采购,实物营销
11011864160,A1 运营商,集团采购,实物营销
11082210848,A1 运营商,集团采购,实物营销
11102530507,A1 运营商,电子商务,生活服务类电子商务
11102530546,A1 运营商,电子商务,生活服务类电子商务
11103133029,A1 运营商,电子商务,生活服务类电子商务
11110334866,A1 运营商,电子商务,生活服务类电子商务
12021161806,A1 运营商,集团采购,其他
10122861373,A1 运营商,集团采购,其他
9120817921,A1 运营商,集团采购,积分兑换
10052532998,A1 运营商,集团采购,积分兑换
10052532999,A1 运营商,集团采购,积分兑换
10052533000,A1 运营商,集团采购,积分兑换
10052533011,A1 运营商,集团采购,积分兑换
10052533012,A1 运营商,集团采购,积分兑换
10052533014,A1 运营商,集团采购,积分兑换
10052533015,A1 运营商,集团采购,积分兑换
10052533017,A1 运营商,集团采购,积分兑换
10052533018,A1 运营商,集团采购,积分兑换
10052533019,A1 运营商,集团采购,积分兑换
10052533021,A1 运营商,集团采购,积分兑换
10052533022,A1 运营商,集团采购,积分兑换
10052533023,A1 运营商,集团采购,积分兑换
10052533024,A1 运营商,集团采购,积分兑换
10052533025,A1 运营商,集团采购,积分兑换
10052533026,A1 运营商,集团采购,积分兑换
10052533027,A1 运营商,集团采购,积分兑换
10052533028,A1 运营商,集团采购,积分兑换
10070836305,A1 运营商,集团采购,积分兑换
10070836307,A1 运营商,集团采购,积分兑换
10070836316,A1 运营商,集团采购,积分兑换
10070836319,A1 运营商,集团采购,积分兑换
10070836320,A1 运营商,集团采购,积分兑换
10070836322,A1 运营商,集团采购,积分兑换
10070836323,A1 运营商,集团采购,积分兑换
10070836324,A1 运营商,集团采购,积分兑换
10070836326,A1 运营商,集团采购,积分兑换
10070836327,A1 运营商,集团采购,积分兑换
10070836328,A1 运营商,集团采购,积分兑换
10070836329,A1 运营商,集团采购,积分兑换
10070836330,A1 运营商,集团采购,积分兑换
10070836333,A1 运营商,集团采购,积分兑换
10111954021,A1 运营商,集团采购,积分兑换
10111954022,A1 运营商,集团采购,积分兑换
10111954023,A1 运营商,集团采购,积分兑换
10111954024,A1 运营商,集团采购,积分兑换
10111954025,A1 运营商,集团采购,积分兑换
10111954026,A1 运营商,集团采购,积分兑换
11041876010,A1 运营商,集团采购,其他
11041876012,A1 运营商,集团采购,其他
11051080001,A1 运营商,集团采购,积分兑换
11051080002,A1 运营商,集团采购,积分兑换
11051080003,A1 运营商,集团采购,积分兑换
11051080004,A1 运营商,集团采购,积分兑换
11051080005,A1 运营商,集团采购,积分兑换
11051080007,A1 运营商,集团采购,积分兑换
11051080008,A1 运营商,集团采购,积分兑换
11051080009,A1 运营商,集团采购,积分兑换
11051080010,A1 运营商,集团采购,积分兑换
11051080011,A1 运营商,集团采购,积分兑换
11051080013,A1 运营商,集团采购,积分兑换
11051080018,A1 运营商,集团采购,积分兑换
11051080019,A1 运营商,集团采购,积分兑换
11051080020,A1 运营商,集团采购,积分兑换
11051080021,A1 运营商,集团采购,积分兑换
11051080022,A1 运营商,集团采购,积分兑换
11051080023,A1 运营商,集团采购,积分兑换
11051180307,A1 运营商,集团采购,实物营销
11051180311,A1 运营商,集团采购,实物营销
11092822179,A1 运营商,集团采购,其他
11092822183,A1 运营商,集团采购,积分兑换
11092822196,A1 运营商,集团采购,积分兑换
11092822198,A1 运营商,集团采购,积分兑换
11092822201,A1 运营商,集团采购,积分兑换
11092822206,A1 运营商,集团采购,积分兑换
11092822208,A1 运营商,集团采购,积分兑换
11092822211,A1 运营商,集团采购,积分兑换
11092822212,A1 运营商,集团采购,积分兑换
11092822213,A1 运营商,集团采购,积分兑换
11092822214,A1 运营商,集团采购,积分兑换
11092822215,A1 运营商,集团采购,积分兑换
11092822216,A1 运营商,集团采购,积分兑换
11092822217,A1 运营商,集团采购,积分兑换
11092822218,A1 运营商,集团采购,积分兑换
11092822219,A1 运营商,集团采购,积分兑换
11092822221,A1 运营商,集团采购,积分兑换
11092822223,A1 运营商,集团采购,积分兑换
11092822224,A1 运营商,集团采购,积分兑换
11092822225,A1 运营商,集团采购,积分兑换
11092822227,A1 运营商,集团采购,积分兑换
11092822230,A1 运营商,集团采购,积分兑换
11093023211,A1 运营商,集团采购,实物营销
11093023213,A1 运营商,集团采购,实物营销
11102832308,A1 运营商,集团采购,实物营销
11110836626,A1 运营商,集团采购,其他
12011457606,A1 运营商,集团采购,实物营销
12011457607,A1 运营商,集团采购,实物营销
12011457608,A1 运营商,集团采购,实物营销
12011457609,A1 运营商,集团采购,实物营销
12011457610,A1 运营商,集团采购,实物营销
12011858446,A1 运营商,集团采购,实物营销
12011858447,A1 运营商,集团采购,实物营销
12011858449,A1 运营商,集团采购,实物营销
12011858490,A1 运营商,集团采购,实物营销
12011858491,A1 运营商,集团采购,实物营销
12011858492,A1 运营商,集团采购,实物营销
12011858493,A1 运营商,集团采购,实物营销
12011858494,A1 运营商,集团采购,实物营销
12020961355,A1 运营商,集团采购,实物营销
12021362091,A1 运营商,集团采购,实物营销
12021662827,A1 运营商,集团采购,会员权益
12021662829,A1 运营商,集团采购,会员权益
12033073547,A1 运营商,集团采购,会员权益
10090844404,A1 运营商,集团采购,积分兑换
10090844405,A1 运营商,集团采购,积分兑换
10102049541,A1 运营商,集团采购,积分兑换
10102049543,A1 运营商,集团采购,积分兑换
10102049544,A1 运营商,集团采购,积分兑换
11122351346,A1 运营商,集团采购,实物营销
11122351361,A1 运营商,集团采购,实物营销
12020259707,A1 运营商,集团采购,实物营销
11060786528,A1 运营商,集团采购,其他
11110133508,A1 运营商,集团采购,实物营销
11110133509,A1 运营商,集团采购,实物营销
11110133510,A1 运营商,集团采购,实物营销
11110133511,A1 运营商,集团采购,实物营销
11110133512,A1 运营商,集团采购,实物营销
11122351686,A1 运营商,集团采购,实物营销
11031870965,A1 运营商,集团采购,其他
12022163850,A1 运营商,集团采购,实物营销
12022163852,A1 运营商,集团采购,实物营销
12022163854,A1 运营商,集团采购,实物营销
12022163855,A1 运营商,集团采购,实物营销
12030968588,A1 运营商,集团采购,其他
12030968590,A1 运营商,集团采购,其他
20071130925,A1 运营商,集团采购,积分兑换
10071436966,A1 运营商,集团采购,其他
10071436971,A1 运营商,集团采购,其他
10071436978,A1 运营商,集团采购,其他
11112542538,A1 运营商,集团采购,实物营销
11112542539,A1 运营商,集团采购,实物营销
11112542540,A1 运营商,集团采购,实物营销
11112542541,A1 运营商,集团采购,实物营销
11112542542,A1 运营商,集团采购,实物营销
11112542544,A1 运营商,集团采购,实物营销
11112542545,A1 运营商,集团采购,实物营销
11112542547,A1 运营商,集团采购,实物营销
11112542548,A1 运营商,集团采购,实物营销
11112542549,A1 运营商,集团采购,实物营销
11112542551,A1 运营商,集团采购,实物营销
11112542553,A1 运营商,集团采购,实物营销
11112542554,A1 运营商,集团采购,实物营销
11112542555,A1 运营商,集团采购,实物营销
11112542557,A1 运营商,集团采购,实物营销
11112542559,A1 运营商,集团采购,实物营销
11112542560,A1 运营商,集团采购,实物营销
11112943907,A1 运营商,集团采购,实物营销
11112943909,A1 运营商,集团采购,实物营销
12010655666,A1 运营商,集团采购,积分兑换
12010655671,A1 运营商,集团采购,积分兑换
12010655675,A1 运营商,集团采购,积分兑换
12010655678,A1 运营商,集团采购,积分兑换
11120245208,A1 运营商,集团采购,实物营销
11120245209,A1 运营商,集团采购,实物营销
11120245210,A1 运营商,集团采购,实物营销
11120245211,A1 运营商,集团采购,实物营销
11112943526,A1 运营商,集团采购,会员权益
11120947086,A1 运营商,集团采购,其他
11122150761,A1 运营商,集团采购,积分兑换
11122150766,A1 运营商,集团采购,积分兑换
12022966227,A1 运营商,集团采购,实物营销
12022966229,A1 运营商,集团采购,实物营销
11010562307,A1 运营商,集团采购,积分兑换
11010562308,A1 运营商,集团采购,积分兑换
11120646246,A1 运营商,集团采购,积分兑换
11120646247,A1 运营商,集团采购,积分兑换
